ef,query_id,oracle_rank,candidate_id,pq_rank,gt_relevant,candidate_count
32,7093,1,433042,1,1,415
32,7093,2,820782,2,1,415
32,7093,3,708364,3,1,415
32,7093,4,507079,4,1,415
32,7093,5,490610,8,1,415
32,7093,6,176314,5,1,415
32,7093,7,911486,6,1,415
32,7093,8,536403,11,1,415
32,7093,9,693901,14,1,415
32,7093,10,353154,7,1,415
32,7094,1,778743,1,1,885
32,7094,2,505736,2,1,885
32,7094,3,141060,3,1,885
32,7094,4,664609,4,1,885
32,7094,5,445883,10,1,885
32,7094,6,106938,5,1,885
32,7094,7,967034,6,1,885
32,7094,8,449282,7,1,885
32,7094,9,565040,9,0,885
32,7094,10,274851,12,0,885
32,7095,1,505,1,1,469
32,7095,2,95269,3,1,469
32,7095,3,886629,4,1,469
32,7095,4,204474,2,1,469
32,7095,5,519619,6,1,469
32,7095,6,266450,7,1,469
32,7095,7,214595,5,1,469
32,7095,8,961967,10,1,469
32,7095,9,96427,8,1,469
32,7095,10,814070,9,1,469
32,7096,1,818748,2,1,744
32,7096,2,117037,1,1,744
32,7096,3,667612,3,1,744
32,7096,4,15188,4,1,744
32,7096,5,397773,7,1,744
32,7096,6,709052,6,1,744
32,7096,7,313050,11,1,744
32,7096,8,75005,9,1,744
32,7096,9,819979,10,1,744
32,7096,10,17588,5,1,744
32,7097,1,807345,1,1,792
32,7097,2,504365,2,1,792
32,7097,3,429605,5,1,792
32,7097,4,192029,3,1,792
32,7097,5,59346,4,1,792
32,7097,6,769328,7,0,792
32,7097,7,964134,8,0,792
32,7097,8,3614,14,0,792
32,7097,9,156427,13,0,792
32,7097,10,50586,6,0,792
32,7098,1,592801,1,1,723
32,7098,2,729184,3,1,723
32,7098,3,411999,2,1,723
32,7098,4,556613,5,1,723
32,7098,5,661335,4,1,723
32,7098,6,789836,7,1,723
32,7098,7,621168,6,1,723
32,7098,8,488859,8,0,723
32,7098,9,661065,10,0,723
32,7098,10,147332,9,0,723
32,7099,1,232728,2,1,831
32,7099,2,325765,1,1,831
32,7099,3,933126,4,1,831
32,7099,4,244040,3,1,831
32,7099,5,691311,5,1,831
32,7099,6,78952,8,1,831
32,7099,7,725910,7,1,831
32,7099,8,771797,10,1,831
32,7099,9,228952,6,0,831
32,7099,10,493007,13,0,831
32,7100,1,787724,1,1,834
32,7100,2,510019,3,1,834
32,7100,3,692364,2,1,834
32,7100,4,169052,4,1,834
32,7100,5,428220,5,1,834
32,7100,6,552966,6,1,834
32,7100,7,270345,10,1,834
32,7100,8,925174,7,1,834
32,7100,9,898060,13,1,834
32,7100,10,980811,8,1,834
32,7101,1,551183,2,1,565
32,7101,2,27895,1,1,565
32,7101,3,129272,3,1,565
32,7101,4,36187,4,1,565
32,7101,5,346813,6,0,565
32,7101,6,858286,7,0,565
32,7101,7,217558,5,0,565
32,7101,8,844814,8,0,565
32,7101,9,190847,14,0,565
32,7101,10,316081,12,0,565
32,7102,1,545969,1,1,197
32,7102,2,423987,2,1,197
32,7102,3,280434,4,1,197
32,7102,4,331119,3,1,197
32,7102,5,20937,5,1,197
32,7102,6,830795,8,1,197
32,7102,7,31480,6,1,197
32,7102,8,379381,7,1,197
32,7102,9,126746,9,1,197
32,7102,10,131945,10,1,197
32,7103,1,801500,1,1,779
32,7103,2,907294,2,1,779
32,7103,3,268285,4,1,779
32,7103,4,972729,3,1,779
32,7103,5,453638,7,1,779
32,7103,6,463901,5,1,779
32,7103,7,614149,9,1,779
32,7103,8,32451,6,1,779
32,7103,9,911179,8,1,779
32,7103,10,622552,12,0,779
32,7104,1,168887,1,1,411
32,7104,2,482516,2,1,411
32,7104,3,129522,3,1,411
32,7104,4,748571,4,1,411
32,7104,5,709253,5,1,411
32,7104,6,344601,6,1,411
32,7104,7,627492,8,1,411
32,7104,8,36496,10,1,411
32,7104,9,67403,11,1,411
32,7104,10,561194,7,1,411
32,7105,1,34061,1,1,595
32,7105,2,560407,2,1,595
32,7105,3,738431,4,1,595
32,7105,4,465557,3,1,595
32,7105,5,716521,5,1,595
32,7105,6,914639,6,1,595
32,7105,7,182849,7,1,595
32,7105,8,473833,9,1,595
32,7105,9,486167,10,0,595
32,7105,10,280027,8,0,595
32,7106,1,767107,1,1,715
32,7106,2,346337,2,1,715
32,7106,3,626607,4,1,715
32,7106,4,974453,3,1,715
32,7106,5,648641,5,1,715
32,7106,6,89080,6,1,715
32,7106,7,91379,7,1,715
32,7106,8,847806,8,1,715
32,7106,9,260405,9,1,715
32,7106,10,394631,12,0,715
32,7107,1,223518,1,1,160
32,7107,2,109304,2,1,160
32,7107,3,460327,3,1,160
32,7107,4,815595,4,1,160
32,7107,5,639423,5,1,160
32,7107,6,75391,7,1,160
32,7107,7,739688,6,1,160
32,7107,8,469135,8,1,160
32,7107,9,129161,9,1,160
32,7107,10,114102,11,1,160
32,7108,1,63367,1,1,538
32,7108,2,954920,2,1,538
32,7108,3,702593,3,1,538
32,7108,4,518344,6,1,538
32,7108,5,327825,5,1,538
32,7108,6,942012,4,1,538
32,7108,7,82749,9,1,538
32,7108,8,652531,7,1,538
32,7108,9,860077,8,1,538
32,7108,10,595506,11,1,538
32,7109,1,444738,1,1,320
32,7109,2,31281,2,1,320
32,7109,3,283158,5,1,320
32,7109,4,605318,6,1,320
32,7109,5,34268,4,1,320
32,7109,6,445301,3,1,320
32,7109,7,477424,7,1,320
32,7109,8,814069,8,1,320
32,7109,9,973104,9,1,320
32,7109,10,725348,10,1,320
32,7110,1,751504,1,1,738
32,7110,2,333629,2,1,738
32,7110,3,480453,3,1,738
32,7110,4,154092,8,1,738
32,7110,5,262153,4,1,738
32,7110,6,911533,5,1,738
32,7110,7,924662,6,1,738
32,7110,8,60649,7,1,738
32,7110,9,388345,9,1,738
32,7110,10,285057,12,0,738
32,7111,1,103330,1,1,649
32,7111,2,363139,2,1,649
32,7111,3,682243,3,1,649
32,7111,4,33378,4,1,649
32,7111,5,113038,8,1,649
32,7111,6,461764,5,1,649
32,7111,7,452226,6,1,649
32,7111,8,239523,7,1,649
32,7111,9,849323,10,1,649
32,7111,10,861424,17,1,649
32,7112,1,563734,1,1,609
32,7112,2,784966,2,1,609
32,7112,3,482645,3,1,609
32,7112,4,106089,4,1,609
32,7112,5,778540,5,1,609
32,7112,6,307259,6,1,609
32,7112,7,203055,7,1,609
32,7112,8,298686,8,1,609
32,7112,9,574908,9,1,609
32,7112,10,486800,11,1,609
32,7113,1,757227,2,1,424
32,7113,2,924374,1,1,424
32,7113,3,209207,3,1,424
32,7113,4,191274,4,1,424
32,7113,5,868211,5,1,424
32,7113,6,174044,6,1,424
32,7113,7,76173,7,1,424
32,7113,8,722757,11,1,424
32,7113,9,828524,8,1,424
32,7113,10,5801,12,1,424
32,7114,1,608869,1,1,348
32,7114,2,675634,2,1,348
32,7114,3,588548,5,1,348
32,7114,4,760332,4,1,348
32,7114,5,125681,3,1,348
32,7114,6,751514,8,1,348
32,7114,7,971992,10,1,348
32,7114,8,662123,17,1,348
32,7114,9,617521,15,1,348
32,7114,10,660031,13,1,348
32,7115,1,765025,1,1,505
32,7115,2,360135,2,1,505
32,7115,3,875837,3,1,505
32,7115,4,633186,4,1,505
32,7115,5,4860,5,1,505
32,7115,6,97577,7,1,505
32,7115,7,485353,6,1,505
32,7115,8,185568,8,1,505
32,7115,9,74934,9,1,505
32,7115,10,335718,12,1,505
32,7116,1,943912,1,1,741
32,7116,2,245281,2,1,741
32,7116,3,877075,3,1,741
32,7116,4,474385,4,1,741
32,7116,5,477414,7,1,741
32,7116,6,93552,6,1,741
32,7116,7,738092,13,1,741
32,7116,8,834848,5,1,741
32,7116,9,67653,9,1,741
32,7116,10,283750,10,1,741
32,7117,1,788594,1,1,656
32,7117,2,51273,2,1,656
32,7117,3,48957,3,1,656
32,7117,4,331187,4,1,656
32,7117,5,447468,5,1,656
32,7117,6,282274,6,1,656
32,7117,7,921266,7,1,656
32,7117,8,376813,8,1,656
32,7117,9,207974,10,0,656
32,7117,10,505450,9,0,656
32,7118,1,98424,1,1,499
32,7118,2,146027,2,1,499
32,7118,3,375719,4,1,499
32,7118,4,427187,3,1,499
32,7118,5,241526,5,1,499
32,7118,6,353536,6,1,499
32,7118,7,600560,9,1,499
32,7118,8,149683,8,1,499
32,7118,9,122232,7,1,499
32,7118,10,155178,13,1,499
32,7119,1,368547,1,1,663
32,7119,2,935426,5,1,663
32,7119,3,127842,2,1,663
32,7119,4,489752,3,1,663
32,7119,5,899084,4,1,663
32,7119,6,642975,9,1,663
32,7119,7,281921,7,1,663
32,7119,8,376774,8,1,663
32,7119,9,627978,6,1,663
32,7119,10,697365,12,1,663
32,7120,1,417991,3,1,691
32,7120,2,55133,2,1,691
32,7120,3,822501,1,1,691
32,7120,4,247788,4,1,691
32,7120,5,897929,5,1,691
32,7120,6,805539,6,1,691
32,7120,7,359771,8,1,691
32,7120,8,748558,7,1,691
32,7120,9,703723,9,0,691
32,7120,10,2554,10,0,691
32,7121,1,865680,1,1,684
32,7121,2,572206,2,1,684
32,7121,3,387657,3,1,684
32,7121,4,960952,4,1,684
32,7121,5,548346,5,1,684
32,7121,6,327683,12,1,684
32,7121,7,163419,9,1,684
32,7121,8,485704,8,1,684
32,7121,9,659006,7,1,684
32,7121,10,842890,6,1,684
32,7122,1,345105,1,1,1155
32,7122,2,197815,2,1,1155
32,7122,3,79548,3,1,1155
32,7122,4,947094,4,1,1155
32,7122,5,99994,7,1,1155
32,7122,6,980724,5,1,1155
32,7122,7,403968,6,1,1155
32,7122,8,284865,11,1,1155
32,7122,9,191919,8,1,1155
32,7122,10,108182,12,1,1155
32,7123,1,598986,1,1,610
32,7123,2,490965,2,1,610
32,7123,3,99092,3,1,610
32,7123,4,398812,5,1,610
32,7123,5,42013,4,1,610
32,7123,6,162056,6,1,610
32,7123,7,440117,8,1,610
32,7123,8,923497,7,1,610
32,7123,9,943614,10,1,610
32,7123,10,570154,11,1,610
32,7124,1,204588,1,1,499
32,7124,2,375932,2,1,499
32,7124,3,604507,3,1,499
32,7124,4,763944,4,1,499
32,7124,5,378148,5,1,499
32,7124,6,25470,6,1,499
32,7124,7,979815,7,1,499
32,7124,8,567969,8,1,499
32,7124,9,649266,9,1,499
32,7124,10,450426,10,1,499
32,7125,1,248452,1,1,883
32,7125,2,788410,4,1,883
32,7125,3,604594,2,1,883
32,7125,4,930451,3,1,883
32,7125,5,686790,5,1,883
32,7125,6,132334,6,1,883
32,7125,7,286887,8,1,883
32,7125,8,52318,11,1,883
32,7125,9,569031,7,1,883
32,7125,10,827168,9,1,883
32,7126,1,692948,1,1,452
32,7126,2,713720,2,1,452
32,7126,3,178492,4,1,452
32,7126,4,479011,3,1,452
32,7126,5,109163,6,1,452
32,7126,6,538230,5,1,452
32,7126,7,939376,7,1,452
32,7126,8,31995,8,1,452
32,7126,9,247532,9,1,452
32,7126,10,393881,12,1,452
32,7127,1,730414,1,1,842
32,7127,2,249919,2,1,842
32,7127,3,261834,3,1,842
32,7127,4,985592,4,1,842
32,7127,5,20289,5,1,842
32,7127,6,724735,6,1,842
32,7127,7,774705,8,1,842
32,7127,8,633284,7,1,842
32,7127,9,390688,10,1,842
32,7127,10,560352,12,1,842
32,7128,1,529734,1,1,607
32,7128,2,430680,3,1,607
32,7128,3,566406,4,1,607
32,7128,4,535363,6,1,607
32,7128,5,664518,7,1,607
32,7128,6,627597,2,1,607
32,7128,7,800528,5,1,607
32,7128,8,77494,10,1,607
32,7128,9,834288,15,1,607
32,7128,10,928158,11,0,607
32,7129,1,681292,1,1,626
32,7129,2,883447,3,1,626
32,7129,3,410797,4,1,626
32,7129,4,132752,5,1,626
32,7129,5,657695,2,1,626
32,7129,6,755017,9,1,626
32,7129,7,193066,6,1,626
32,7129,8,298562,8,1,626
32,7129,9,189742,10,1,626
32,7129,10,522639,7,1,626
32,7130,1,445399,1,1,590
32,7130,2,610385,2,1,590
32,7130,3,439815,3,1,590
32,7130,4,117154,4,1,590
32,7130,5,752028,12,1,590
32,7130,6,188242,5,1,590
32,7130,7,48451,11,1,590
32,7130,8,534814,6,1,590
32,7130,9,191364,7,1,590
32,7130,10,651474,9,1,590
32,7131,1,49942,1,1,532
32,7131,2,553211,2,1,532
32,7131,3,902980,3,1,532
32,7131,4,503046,4,0,532
32,7131,5,91223,5,0,532
32,7131,6,108335,6,0,532
32,7131,7,410642,8,0,532
32,7131,8,841629,7,0,532
32,7131,9,812209,9,0,532
32,7131,10,219240,13,0,532
32,7132,1,238412,1,1,1124
32,7132,2,670727,2,1,1124
32,7132,3,91575,3,1,1124
32,7132,4,135410,4,1,1124
32,7132,5,733687,5,1,1124
32,7132,6,330122,6,1,1124
32,7132,7,108301,8,1,1124
32,7132,8,881269,9,1,1124
32,7132,9,796842,7,1,1124
32,7132,10,437179,10,1,1124
32,7133,1,868356,1,1,265
32,7133,2,429125,2,1,265
32,7133,3,593619,3,1,265
32,7133,4,265086,4,1,265
32,7133,5,285725,5,1,265
32,7133,6,430232,6,1,265
32,7133,7,881173,9,1,265
32,7133,8,942743,8,1,265
32,7133,9,494055,7,1,265
32,7133,10,470961,11,1,265
32,7134,1,32890,1,1,745
32,7134,2,582790,2,1,745
32,7134,3,733111,5,1,745
32,7134,4,493949,3,1,745
32,7134,5,671397,4,1,745
32,7134,6,219894,7,1,745
32,7134,7,295506,9,1,745
32,7134,8,473318,6,1,745
32,7134,9,18193,8,1,745
32,7134,10,27315,11,1,745
32,7135,1,503024,1,1,531
32,7135,2,841709,2,1,531
32,7135,3,895433,3,1,531
32,7135,4,98162,4,1,531
32,7135,5,183390,8,1,531
32,7135,6,670124,9,1,531
32,7135,7,715696,5,1,531
32,7135,8,399426,7,1,531
32,7135,9,39756,6,1,531
32,7135,10,274476,10,1,531
32,7136,1,908342,1,1,878
32,7136,2,667456,2,1,878
32,7136,3,414110,3,1,878
32,7136,4,126779,4,1,878
32,7136,5,841971,5,1,878
32,7136,6,786932,7,1,878
32,7136,7,332036,6,1,878
32,7136,8,829494,8,1,878
32,7136,9,314972,13,1,878
32,7136,10,918629,9,1,878
32,7137,1,16394,1,1,762
32,7137,2,416802,3,1,762
32,7137,3,892653,4,1,762
32,7137,4,627390,5,1,762
32,7137,5,305037,2,1,762
32,7137,6,377054,6,1,762
32,7137,7,877872,7,1,762
32,7137,8,349433,8,1,762
32,7137,9,524879,9,1,762
32,7137,10,526512,10,1,762
32,7138,1,582624,1,1,472
32,7138,2,802754,3,1,472
32,7138,3,154757,2,1,472
32,7138,4,67982,4,1,472
32,7138,5,470051,6,1,472
32,7138,6,231208,5,1,472
32,7138,7,35349,7,1,472
32,7138,8,712388,8,1,472
32,7138,9,576095,9,1,472
32,7138,10,632026,10,1,472
32,7139,1,523682,1,1,705
32,7139,2,723592,2,1,705
32,7139,3,449092,3,1,705
32,7139,4,520219,5,1,705
32,7139,5,500150,4,1,705
32,7139,6,923271,7,1,705
32,7139,7,923290,6,1,705
32,7139,8,849309,9,1,705
32,7139,9,396654,8,1,705
32,7139,10,415164,11,1,705
32,7140,1,85885,1,1,1004
32,7140,2,834466,2,1,1004
32,7140,3,615586,4,1,1004
32,7140,4,877204,3,1,1004
32,7140,5,173070,6,1,1004
32,7140,6,819973,7,1,1004
32,7140,7,289432,9,1,1004
32,7140,8,891255,10,1,1004
32,7140,9,516456,5,1,1004
32,7140,10,360585,8,1,1004
32,7141,1,12081,1,1,538
32,7141,2,678405,2,1,538
32,7141,3,422422,4,1,538
32,7141,4,318307,3,1,538
32,7141,5,260862,6,1,538
32,7141,6,294000,5,1,538
32,7141,7,474693,8,1,538
32,7141,8,653487,9,1,538
32,7141,9,357034,14,1,538
32,7141,10,258447,11,1,538
32,7142,1,201706,1,1,897
32,7142,2,641117,4,1,897
32,7142,3,890056,2,1,897
32,7142,4,541421,3,1,897
32,7142,5,740803,6,1,897
32,7142,6,179189,5,1,897
32,7142,7,151968,8,1,897
32,7142,8,696591,7,1,897
32,7142,9,958094,16,1,897
32,7142,10,135054,11,0,897
32,7143,1,678555,2,1,613
32,7143,2,546213,1,1,613
32,7143,3,833708,3,1,613
32,7143,4,188643,4,1,613
32,7143,5,676830,5,1,613
32,7143,6,268454,8,1,613
32,7143,7,208699,6,1,613
32,7143,8,781458,7,1,613
32,7143,9,479210,11,1,613
32,7143,10,688019,10,1,613
32,7144,1,702204,1,1,572
32,7144,2,674886,2,1,572
32,7144,3,393368,3,1,572
32,7144,4,886380,4,1,572
32,7144,5,494641,5,1,572
32,7144,6,131724,6,1,572
32,7144,7,416819,9,1,572
32,7144,8,500490,8,1,572
32,7144,9,86982,7,1,572
32,7144,10,575230,15,0,572
32,7145,1,867860,1,1,772
32,7145,2,405491,2,1,772
32,7145,3,701915,3,1,772
32,7145,4,182208,4,1,772
32,7145,5,871144,6,1,772
32,7145,6,495689,5,1,772
32,7145,7,194901,8,1,772
32,7145,8,666111,7,1,772
32,7145,9,431764,9,1,772
32,7145,10,768045,13,1,772
32,7146,1,509528,1,1,336
32,7146,2,110736,2,1,336
32,7146,3,322490,4,1,336
32,7146,4,674234,5,1,336
32,7146,5,342144,6,1,336
32,7146,6,190437,3,1,336
32,7146,7,83375,8,1,336
32,7146,8,695770,7,1,336
32,7146,9,335626,9,1,336
32,7146,10,657428,11,1,336
32,7147,1,921548,1,1,731
32,7147,2,896034,2,1,731
32,7147,3,661570,7,1,731
32,7147,4,556315,4,1,731
32,7147,5,867091,3,1,731
32,7147,6,511910,6,1,731
32,7147,7,950487,5,1,731
32,7147,8,73249,13,1,731
32,7147,9,348604,12,0,731
32,7147,10,300154,14,0,731
32,7148,1,493666,1,1,691
32,7148,2,42531,2,1,691
32,7148,3,782871,3,1,691
32,7148,4,624887,4,1,691
32,7148,5,909324,10,1,691
32,7148,6,525703,5,1,691
32,7148,7,88878,6,1,691
32,7148,8,566899,8,1,691
32,7148,9,719205,9,1,691
32,7148,10,432716,7,0,691
32,7149,1,260797,1,1,457
32,7149,2,403026,2,1,457
32,7149,3,804546,3,1,457
32,7149,4,673887,4,1,457
32,7149,5,816873,5,1,457
32,7149,6,134468,6,1,457
32,7149,7,677684,12,1,457
32,7149,8,969259,7,1,457
32,7149,9,775828,11,1,457
32,7149,10,786394,10,1,457
32,7150,1,287765,1,1,657
32,7150,2,476107,2,1,657
32,7150,3,181474,3,1,657
32,7150,4,658032,4,1,657
32,7150,5,155190,5,1,657
32,7150,6,436131,6,1,657
32,7150,7,43422,7,1,657
32,7150,8,133820,10,1,657
32,7150,9,956838,18,0,657
32,7150,10,173769,8,0,657
32,7151,1,517691,1,1,560
32,7151,2,90062,2,1,560
32,7151,3,317472,3,1,560
32,7151,4,595755,4,1,560
32,7151,5,783971,6,1,560
32,7151,6,981990,5,1,560
32,7151,7,709490,7,1,560
32,7151,8,841529,8,1,560
32,7151,9,430815,9,1,560
32,7151,10,685741,10,1,560
32,7152,1,9163,1,1,554
32,7152,2,141078,2,1,554
32,7152,3,836637,3,1,554
32,7152,4,204693,4,1,554
32,7152,5,336898,6,1,554
32,7152,6,179222,5,1,554
32,7152,7,714724,7,1,554
32,7152,8,109480,10,1,554
32,7152,9,885993,8,1,554
32,7152,10,932000,11,1,554
32,7153,1,802347,1,1,785
32,7153,2,486962,14,1,785
32,7153,3,12796,3,1,785
32,7153,4,312355,2,1,785
32,7153,5,200491,6,1,785
32,7153,6,171982,5,1,785
32,7153,7,552616,4,1,785
32,7153,8,45394,7,1,785
32,7153,9,450053,13,1,785
32,7153,10,310182,12,1,785
32,7154,1,309718,1,1,701
32,7154,2,345957,2,1,701
32,7154,3,2248,3,1,701
32,7154,4,510706,7,0,701
32,7154,5,398824,5,0,701
32,7154,6,427320,4,0,701
32,7154,7,803108,6,0,701
32,7154,8,455089,8,0,701
32,7154,9,340132,10,0,701
32,7154,10,565887,9,0,701
32,7155,1,738301,1,1,308
32,7155,2,753373,2,1,308
32,7155,3,552628,3,1,308
32,7155,4,633172,4,1,308
32,7155,5,973191,5,1,308
32,7155,6,599948,6,1,308
32,7155,7,905457,7,1,308
32,7155,8,233343,8,1,308
32,7155,9,579459,9,1,308
32,7155,10,107418,10,1,308
32,7156,1,330433,1,1,687
32,7156,2,787954,2,1,687
32,7156,3,692512,3,1,687
32,7156,4,319137,5,1,687
32,7156,5,48832,6,1,687
32,7156,6,946313,4,1,687
32,7156,7,101866,10,1,687
32,7156,8,334129,7,1,687
32,7156,9,280304,11,1,687
32,7156,10,136226,9,0,687
32,7157,1,785001,1,1,528
32,7157,2,403067,2,1,528
32,7157,3,707096,3,1,528
32,7157,4,166998,4,1,528
32,7157,5,174347,5,1,528
32,7157,6,770456,7,1,528
32,7157,7,227162,8,1,528
32,7157,8,197898,6,1,528
32,7157,9,59525,11,1,528
32,7157,10,596732,12,1,528
32,7158,1,640126,1,1,724
32,7158,2,262227,2,1,724
32,7158,3,425629,3,1,724
32,7158,4,590613,4,1,724
32,7158,5,265639,5,1,724
32,7158,6,296107,7,1,724
32,7158,7,953675,6,1,724
32,7158,8,809675,8,1,724
32,7158,9,982998,9,1,724
32,7158,10,246394,15,1,724
32,7159,1,852434,1,1,761
32,7159,2,567828,3,1,761
32,7159,3,346400,2,1,761
32,7159,4,425358,4,1,761
32,7159,5,46046,5,1,761
32,7159,6,278194,6,1,761
32,7159,7,148594,7,1,761
32,7159,8,756513,8,1,761
32,7159,9,961560,9,1,761
32,7159,10,653624,15,1,761
32,7160,1,567202,1,1,733
32,7160,2,88463,2,1,733
32,7160,3,851818,3,1,733
32,7160,4,195667,4,1,733
32,7160,5,573503,5,1,733
32,7160,6,420597,6,1,733
32,7160,7,864996,9,1,733
32,7160,8,692159,7,1,733
32,7160,9,31396,8,1,733
32,7160,10,408779,10,0,733
32,7161,1,495803,1,1,587
32,7161,2,823622,4,1,587
32,7161,3,686240,3,1,587
32,7161,4,916635,2,1,587
32,7161,5,825308,8,1,587
32,7161,6,171775,5,1,587
32,7161,7,838338,7,1,587
32,7161,8,80268,11,1,587
32,7161,9,680802,10,1,587
32,7161,10,817282,9,0,587
32,7162,1,970029,1,1,307
32,7162,2,366427,4,1,307
32,7162,3,387748,2,1,307
32,7162,4,511361,3,1,307
32,7162,5,389094,5,1,307
32,7162,6,437327,7,1,307
32,7162,7,814797,6,1,307
32,7162,8,130392,9,0,307
32,7162,9,427933,14,0,307
32,7162,10,232037,8,0,307
32,7163,1,607138,1,1,701
32,7163,2,799926,3,1,701
32,7163,3,567679,2,1,701
32,7163,4,287890,4,1,701
32,7163,5,735883,5,1,701
32,7163,6,256243,6,1,701
32,7163,7,198131,8,1,701
32,7163,8,252999,7,1,701
32,7163,9,585723,11,1,701
32,7163,10,643684,13,1,701
32,7164,1,180098,1,1,693
32,7164,2,99001,2,1,693
32,7164,3,765196,3,1,693
32,7164,4,787161,4,1,693
32,7164,5,826082,5,1,693
32,7164,6,362327,6,1,693
32,7164,7,724680,9,1,693
32,7164,8,407026,7,1,693
32,7164,9,536596,10,1,693
32,7164,10,252505,8,1,693
32,7165,1,378916,1,1,781
32,7165,2,538246,2,1,781
32,7165,3,683388,3,1,781
32,7165,4,749116,4,1,781
32,7165,5,217003,5,1,781
32,7165,6,415781,7,1,781
32,7165,7,356511,6,1,781
32,7165,8,958374,9,1,781
32,7165,9,388448,14,1,781
32,7165,10,753222,13,1,781
32,7166,1,884237,1,1,730
32,7166,2,272218,2,1,730
32,7166,3,478458,3,1,730
32,7166,4,836759,4,1,730
32,7166,5,793599,5,1,730
32,7166,6,797276,6,1,730
32,7166,7,812277,10,1,730
32,7166,8,413418,8,1,730
32,7166,9,835501,9,1,730
32,7166,10,666270,7,1,730
32,7167,1,213255,1,1,463
32,7167,2,464443,2,1,463
32,7167,3,512882,3,1,463
32,7167,4,827601,4,1,463
32,7167,5,751920,5,1,463
32,7167,6,300251,6,1,463
32,7167,7,931284,8,1,463
32,7167,8,982789,10,1,463
32,7167,9,778874,13,1,463
32,7167,10,557938,18,1,463
32,7168,1,722559,1,1,567
32,7168,2,45900,2,1,567
32,7168,3,951215,3,1,567
32,7168,4,382099,4,1,567
32,7168,5,500480,5,1,567
32,7168,6,939702,6,1,567
32,7168,7,484565,7,1,567
32,7168,8,22791,8,1,567
32,7168,9,14868,12,1,567
32,7168,10,140665,11,0,567
32,7169,1,57712,1,1,713
32,7169,2,649844,2,1,713
32,7169,3,982096,3,1,713
32,7169,4,878859,4,1,713
32,7169,5,799477,6,1,713
32,7169,6,738323,8,1,713
32,7169,7,649473,5,1,713
32,7169,8,443751,7,1,713
32,7169,9,182839,13,1,713
32,7169,10,700200,17,1,713
32,7170,1,927398,1,1,657
32,7170,2,625378,4,1,657
32,7170,3,696226,3,1,657
32,7170,4,753072,2,1,657
32,7170,5,355774,5,1,657
32,7170,6,587451,9,1,657
32,7170,7,801048,6,1,657
32,7170,8,958150,7,1,657
32,7170,9,269859,8,1,657
32,7170,10,235351,17,1,657
32,7171,1,627470,1,1,640
32,7171,2,530387,2,1,640
32,7171,3,243354,3,1,640
32,7171,4,186856,4,1,640
32,7171,5,208838,7,1,640
32,7171,6,898177,11,1,640
32,7171,7,542979,5,1,640
32,7171,8,106530,13,1,640
32,7171,9,579477,10,1,640
32,7171,10,84403,9,0,640
32,7172,1,211123,1,1,565
32,7172,2,645966,2,1,565
32,7172,3,866926,3,1,565
32,7172,4,843424,4,1,565
32,7172,5,939882,5,1,565
32,7172,6,873174,6,1,565
32,7172,7,767206,7,1,565
32,7172,8,720534,8,1,565
32,7172,9,575252,14,1,565
32,7172,10,545129,15,0,565
32,7173,1,971975,1,1,560
32,7173,2,979737,2,1,560
32,7173,3,41635,3,1,560
32,7173,4,957409,5,1,560
32,7173,5,834882,4,1,560
32,7173,6,62981,6,1,560
32,7173,7,321204,8,0,560
32,7173,8,634680,7,0,560
32,7173,9,436327,9,0,560
32,7173,10,261371,11,0,560
32,7174,1,183811,1,1,697
32,7174,2,21455,2,1,697
32,7174,3,381041,4,1,697
32,7174,4,54540,3,1,697
32,7174,5,834721,7,1,697
32,7174,6,557397,5,1,697
32,7174,7,888071,6,1,697
32,7174,8,542769,12,1,697
32,7174,9,132929,11,1,697
32,7174,10,756271,8,0,697
32,7175,1,174971,1,1,837
32,7175,2,8757,2,1,837
32,7175,3,492689,3,1,837
32,7175,4,953464,4,1,837
32,7175,5,165956,5,1,837
32,7175,6,588123,15,1,837
32,7175,7,149180,8,1,837
32,7175,8,907726,7,0,837
32,7175,9,67328,10,0,837
32,7175,10,247411,6,0,837
32,7176,1,230134,1,1,464
32,7176,2,600070,2,1,464
32,7176,3,785924,3,1,464
32,7176,4,315941,5,1,464
32,7176,5,684763,4,1,464
32,7176,6,704661,6,1,464
32,7176,7,596383,7,1,464
32,7176,8,261751,8,1,464
32,7176,9,123260,9,1,464
32,7176,10,150403,15,0,464
32,7177,1,64608,1,1,767
32,7177,2,717869,2,1,767
32,7177,3,249210,3,1,767
32,7177,4,723499,4,1,767
32,7177,5,499937,6,1,767
32,7177,6,963285,5,1,767
32,7177,7,594460,7,1,767
32,7177,8,710441,9,1,767
32,7177,9,710307,8,1,767
32,7177,10,976287,11,1,767
32,7178,1,127282,1,1,497
32,7178,2,18225,2,1,497
32,7178,3,834850,3,1,497
32,7178,4,161105,9,1,497
32,7178,5,766990,4,1,497
32,7178,6,101417,5,1,497
32,7178,7,100380,7,1,497
32,7178,8,952906,8,0,497
32,7178,9,3360,6,0,497
32,7178,10,257098,10,0,497
32,7179,1,228573,1,1,687
32,7179,2,588131,2,1,687
32,7179,3,518970,3,1,687
32,7179,4,165051,4,1,687
32,7179,5,225,5,1,687
32,7179,6,400509,12,1,687
32,7179,7,984417,8,1,687
32,7179,8,334865,9,1,687
32,7179,9,192350,7,1,687
32,7179,10,155489,13,1,687
