model,scope,condition,metric,permutation,value
R3-I1,all,observed,recall,89,0.8472600000000002
R3-I1,all,observed,recall,90,0.8472600000000002
R3-I1,all,observed,recall,91,0.8472600000000002
R3-I1,all,observed,recall,92,0.8472600000000002
R3-I1,all,observed,recall,93,0.8472600000000002
R3-I1,all,observed,recall,94,0.8472600000000002
R3-I1,all,observed,recall,95,0.8472600000000002
R3-I1,all,observed,recall,96,0.8472600000000002
R3-I1,all,observed,recall,97,0.8472600000000002
R3-I1,all,observed,recall,98,0.8472600000000002
R3-I1,all,observed,recall,99,0.8472600000000002
R3-I1,all,observed,inversions,0,6.0736
R3-I1,all,observed,inversions,1,6.0736
R3-I1,all,observed,inversions,2,6.0736
R3-I1,all,observed,inversions,3,6.0736
R3-I1,all,observed,inversions,4,6.0736
R3-I1,all,observed,inversions,5,6.0736
R3-I1,all,observed,inversions,6,6.0736
R3-I1,all,observed,inversions,7,6.0736
R3-I1,all,observed,inversions,8,6.0736
R3-I1,all,observed,inversions,9,6.0736
R3-I1,all,observed,inversions,10,6.0736
R3-I1,all,observed,inversions,11,6.0736
R3-I1,all,observed,inversions,12,6.0736
R3-I1,all,observed,inversions,13,6.0736
R3-I1,all,observed,inversions,14,6.0736
R3-I1,all,observed,inversions,15,6.0736
R3-I1,all,observed,inversions,16,6.0736
R3-I1,all,observed,inversions,17,6.0736
R3-I1,all,observed,inversions,18,6.0736
R3-I1,all,observed,inversions,19,6.0736
R3-I1,all,observed,inversions,20,6.0736
R3-I1,all,observed,inversions,21,6.0736
R3-I1,all,observed,inversions,22,6.0736
R3-I1,all,observed,inversions,23,6.0736
R3-I1,all,observed,inversions,24,6.0736
R3-I1,all,observed,inversions,25,6.0736
R3-I1,all,observed,inversions,26,6.0736
R3-I1,all,observed,inversions,27,6.0736
R3-I1,all,observed,inversions,28,6.0736
R3-I1,all,observed,inversions,29,6.0736
R3-I1,all,observed,inversions,30,6.0736
R3-I1,all,observed,inversions,31,6.0736
R3-I1,all,observed,inversions,32,6.0736
R3-I1,all,observed,inversions,33,6.0736
R3-I1,all,observed,inversions,34,6.0736
R3-I1,all,observed,inversions,35,6.0736
R3-I1,all,observed,inversions,36,6.0736
R3-I1,all,observed,inversions,37,6.0736
R3-I1,all,observed,inversions,38,6.0736
R3-I1,all,observed,inversions,39,6.0736
R3-I1,all,observed,inversions,40,6.0736
R3-I1,all,observed,inversions,41,6.0736
R3-I1,all,observed,inversions,42,6.0736
R3-I1,all,observed,inversions,43,6.0736
R3-I1,all,observed,inversions,44,6.0736
R3-I1,all,observed,inversions,45,6.0736
R3-I1,all,observed,inversions,46,6.0736
R3-I1,all,observed,inversions,47,6.0736
R3-I1,all,observed,inversions,48,6.0736
R3-I1,all,observed,inversions,49,6.0736
R3-I1,all,observed,inversions,50,6.0736
R3-I1,all,observed,inversions,51,6.0736
R3-I1,all,observed,inversions,52,6.0736
R3-I1,all,observed,inversions,53,6.0736
R3-I1,all,observed,inversions,54,6.0736
R3-I1,all,observed,inversions,55,6.0736
R3-I1,all,observed,inversions,56,6.0736
R3-I1,all,observed,inversions,57,6.0736
R3-I1,all,observed,inversions,58,6.0736
R3-I1,all,observed,inversions,59,6.0736
R3-I1,all,observed,inversions,60,6.0736
R3-I1,all,observed,inversions,61,6.0736
R3-I1,all,observed,inversions,62,6.0736
R3-I1,all,observed,inversions,63,6.0736
R3-I1,all,observed,inversions,64,6.0736
R3-I1,all,observed,inversions,65,6.0736
R3-I1,all,observed,inversions,66,6.0736
R3-I1,all,observed,inversions,67,6.0736
R3-I1,all,observed,inversions,68,6.0736
R3-I1,all,observed,inversions,69,6.0736
R3-I1,all,observed,inversions,70,6.0736
R3-I1,all,observed,inversions,71,6.0736
R3-I1,all,observed,inversions,72,6.0736
R3-I1,all,observed,inversions,73,6.0736
R3-I1,all,observed,inversions,74,6.0736
R3-I1,all,observed,inversions,75,6.0736
R3-I1,all,observed,inversions,76,6.0736
R3-I1,all,observed,inversions,77,6.0736
R3-I1,all,observed,inversions,78,6.0736
R3-I1,all,observed,inversions,79,6.0736
R3-I1,all,observed,inversions,80,6.0736
R3-I1,all,observed,inversions,81,6.0736
R3-I1,all,observed,inversions,82,6.0736
R3-I1,all,observed,inversions,83,6.0736
R3-I1,all,observed,inversions,84,6.0736
R3-I1,all,observed,inversions,85,6.0736
R3-I1,all,observed,inversions,86,6.0736
R3-I1,all,observed,inversions,87,6.0736
R3-I1,all,observed,inversions,88,6.0736
R3-I1,all,observed,inversions,89,6.0736
R3-I1,all,observed,inversions,90,6.0736
R3-I1,all,observed,inversions,91,6.0736
R3-I1,all,observed,inversions,92,6.0736
R3-I1,all,observed,inversions,93,6.0736
R3-I1,all,observed,inversions,94,6.0736
R3-I1,all,observed,inversions,95,6.0736
R3-I1,all,observed,inversions,96,6.0736
R3-I1,all,observed,inversions,97,6.0736
R3-I1,all,observed,inversions,98,6.0736
R3-I1,all,observed,inversions,99,6.0736
R3-I1,all,observed,agreement,0,0.8730600000000002
R3-I1,all,observed,agreement,1,0.8730600000000002
R3-I1,all,observed,agreement,2,0.8730600000000002
R3-I1,all,observed,agreement,3,0.8730600000000002
R3-I1,all,observed,agreement,4,0.8730600000000002
R3-I1,all,observed,agreement,5,0.8730600000000002
R3-I1,all,observed,agreement,6,0.8730600000000002
R3-I1,all,observed,agreement,7,0.8730600000000002
R3-I1,all,observed,agreement,8,0.8730600000000002
R3-I1,all,observed,agreement,9,0.8730600000000002
R3-I1,all,observed,agreement,10,0.8730600000000002
R3-I1,all,observed,agreement,11,0.8730600000000002
R3-I1,all,observed,agreement,12,0.8730600000000002
R3-I1,all,observed,agreement,13,0.8730600000000002
R3-I1,all,observed,agreement,14,0.8730600000000002
R3-I1,all,observed,agreement,15,0.8730600000000002
R3-I1,all,observed,agreement,16,0.8730600000000002
R3-I1,all,observed,agreement,17,0.8730600000000002
R3-I1,all,observed,agreement,18,0.8730600000000002
R3-I1,all,observed,agreement,19,0.8730600000000002
R3-I1,all,observed,agreement,20,0.8730600000000002
R3-I1,all,observed,agreement,21,0.8730600000000002
R3-I1,all,observed,agreement,22,0.8730600000000002
R3-I1,all,observed,agreement,23,0.8730600000000002
R3-I1,all,observed,agreement,24,0.8730600000000002
R3-I1,all,observed,agreement,25,0.8730600000000002
R3-I1,all,observed,agreement,26,0.8730600000000002
R3-I1,all,observed,agreement,27,0.8730600000000002
R3-I1,all,observed,agreement,28,0.8730600000000002
R3-I1,all,observed,agreement,29,0.8730600000000002
R3-I1,all,observed,agreement,30,0.8730600000000002
R3-I1,all,observed,agreement,31,0.8730600000000002
R3-I1,all,observed,agreement,32,0.8730600000000002
R3-I1,all,observed,agreement,33,0.8730600000000002
R3-I1,all,observed,agreement,34,0.8730600000000002
R3-I1,all,observed,agreement,35,0.8730600000000002
R3-I1,all,observed,agreement,36,0.8730600000000002
R3-I1,all,observed,agreement,37,0.8730600000000002
R3-I1,all,observed,agreement,38,0.8730600000000002
R3-I1,all,observed,agreement,39,0.8730600000000002
R3-I1,all,observed,agreement,40,0.8730600000000002
R3-I1,all,observed,agreement,41,0.8730600000000002
R3-I1,all,observed,agreement,42,0.8730600000000002
R3-I1,all,observed,agreement,43,0.8730600000000002
R3-I1,all,observed,agreement,44,0.8730600000000002
R3-I1,all,observed,agreement,45,0.8730600000000002
R3-I1,all,observed,agreement,46,0.8730600000000002
R3-I1,all,observed,agreement,47,0.8730600000000002
R3-I1,all,observed,agreement,48,0.8730600000000002
R3-I1,all,observed,agreement,49,0.8730600000000002
R3-I1,all,observed,agreement,50,0.8730600000000002
R3-I1,all,observed,agreement,51,0.8730600000000002
R3-I1,all,observed,agreement,52,0.8730600000000002
R3-I1,all,observed,agreement,53,0.8730600000000002
R3-I1,all,observed,agreement,54,0.8730600000000002
R3-I1,all,observed,agreement,55,0.8730600000000002
R3-I1,all,observed,agreement,56,0.8730600000000002
R3-I1,all,observed,agreement,57,0.8730600000000002
R3-I1,all,observed,agreement,58,0.8730600000000002
R3-I1,all,observed,agreement,59,0.8730600000000002
R3-I1,all,observed,agreement,60,0.8730600000000002
R3-I1,all,observed,agreement,61,0.8730600000000002
R3-I1,all,observed,agreement,62,0.8730600000000002
R3-I1,all,observed,agreement,63,0.8730600000000002
R3-I1,all,observed,agreement,64,0.8730600000000002
R3-I1,all,observed,agreement,65,0.8730600000000002
R3-I1,all,observed,agreement,66,0.8730600000000002
R3-I1,all,observed,agreement,67,0.8730600000000002
R3-I1,all,observed,agreement,68,0.8730600000000002
R3-I1,all,observed,agreement,69,0.8730600000000002
R3-I1,all,observed,agreement,70,0.8730600000000002
R3-I1,all,observed,agreement,71,0.8730600000000002
R3-I1,all,observed,agreement,72,0.8730600000000002
R3-I1,all,observed,agreement,73,0.8730600000000002
R3-I1,all,observed,agreement,74,0.8730600000000002
R3-I1,all,observed,agreement,75,0.8730600000000002
R3-I1,all,observed,agreement,76,0.8730600000000002
R3-I1,all,observed,agreement,77,0.8730600000000002
R3-I1,all,observed,agreement,78,0.8730600000000002
R3-I1,all,observed,agreement,79,0.8730600000000002
R3-I1,all,observed,agreement,80,0.8730600000000002
R3-I1,all,observed,agreement,81,0.8730600000000002
R3-I1,all,observed,agreement,82,0.8730600000000002
R3-I1,all,observed,agreement,83,0.8730600000000002
R3-I1,all,observed,agreement,84,0.8730600000000002
R3-I1,all,observed,agreement,85,0.8730600000000002
R3-I1,all,observed,agreement,86,0.8730600000000002
R3-I1,all,observed,agreement,87,0.8730600000000002
R3-I1,all,observed,agreement,88,0.8730600000000002
R3-I1,all,observed,agreement,89,0.8730600000000002
R3-I1,all,observed,agreement,90,0.8730600000000002
R3-I1,all,observed,agreement,91,0.8730600000000002
R3-I1,all,observed,agreement,92,0.8730600000000002
R3-I1,all,observed,agreement,93,0.8730600000000002
R3-I1,all,observed,agreement,94,0.8730600000000002
R3-I1,all,observed,agreement,95,0.8730600000000002
R3-I1,all,observed,agreement,96,0.8730600000000002
R3-I1,all,observed,agreement,97,0.8730600000000002
R3-I1,all,observed,agreement,98,0.8730600000000002
R3-I1,all,observed,agreement,99,0.8730600000000002
R3-I1,all,observed,harmful_fraction,0,0.7268
R3-I1,all,observed,harmful_fraction,1,0.7268
R3-I1,all,observed,harmful_fraction,2,0.7268
R3-I1,all,observed,harmful_fraction,3,0.7268
R3-I1,all,observed,harmful_fraction,4,0.7268
R3-I1,all,observed,harmful_fraction,5,0.7268
R3-I1,all,observed,harmful_fraction,6,0.7268
R3-I1,all,observed,harmful_fraction,7,0.7268
R3-I1,all,observed,harmful_fraction,8,0.7268
R3-I1,all,observed,harmful_fraction,9,0.7268
R3-I1,all,observed,harmful_fraction,10,0.7268
R3-I1,all,observed,harmful_fraction,11,0.7268
R3-I1,all,observed,harmful_fraction,12,0.7268
R3-I1,all,observed,harmful_fraction,13,0.7268
R3-I1,all,observed,harmful_fraction,14,0.7268
R3-I1,all,observed,harmful_fraction,15,0.7268
R3-I1,all,observed,harmful_fraction,16,0.7268
R3-I1,all,observed,harmful_fraction,17,0.7268
R3-I1,all,observed,harmful_fraction,18,0.7268
R3-I1,all,observed,harmful_fraction,19,0.7268
R3-I1,all,observed,harmful_fraction,20,0.7268
R3-I1,all,observed,harmful_fraction,21,0.7268
R3-I1,all,observed,harmful_fraction,22,0.7268
R3-I1,all,observed,harmful_fraction,23,0.7268
R3-I1,all,observed,harmful_fraction,24,0.7268
R3-I1,all,observed,harmful_fraction,25,0.7268
R3-I1,all,observed,harmful_fraction,26,0.7268
R3-I1,all,observed,harmful_fraction,27,0.7268
R3-I1,all,observed,harmful_fraction,28,0.7268
R3-I1,all,observed,harmful_fraction,29,0.7268
R3-I1,all,observed,harmful_fraction,30,0.7268
R3-I1,all,observed,harmful_fraction,31,0.7268
R3-I1,all,observed,harmful_fraction,32,0.7268
R3-I1,all,observed,harmful_fraction,33,0.7268
R3-I1,all,observed,harmful_fraction,34,0.7268
R3-I1,all,observed,harmful_fraction,35,0.7268
R3-I1,all,observed,harmful_fraction,36,0.7268
R3-I1,all,observed,harmful_fraction,37,0.7268
R3-I1,all,observed,harmful_fraction,38,0.7268
R3-I1,all,observed,harmful_fraction,39,0.7268
R3-I1,all,observed,harmful_fraction,40,0.7268
R3-I1,all,observed,harmful_fraction,41,0.7268
R3-I1,all,observed,harmful_fraction,42,0.7268
R3-I1,all,observed,harmful_fraction,43,0.7268
R3-I1,all,observed,harmful_fraction,44,0.7268
R3-I1,all,observed,harmful_fraction,45,0.7268
R3-I1,all,observed,harmful_fraction,46,0.7268
R3-I1,all,observed,harmful_fraction,47,0.7268
R3-I1,all,observed,harmful_fraction,48,0.7268
R3-I1,all,observed,harmful_fraction,49,0.7268
R3-I1,all,observed,harmful_fraction,50,0.7268
R3-I1,all,observed,harmful_fraction,51,0.7268
R3-I1,all,observed,harmful_fraction,52,0.7268
R3-I1,all,observed,harmful_fraction,53,0.7268
R3-I1,all,observed,harmful_fraction,54,0.7268
R3-I1,all,observed,harmful_fraction,55,0.7268
R3-I1,all,observed,harmful_fraction,56,0.7268
R3-I1,all,observed,harmful_fraction,57,0.7268
R3-I1,all,observed,harmful_fraction,58,0.7268
R3-I1,all,observed,harmful_fraction,59,0.7268
R3-I1,all,observed,harmful_fraction,60,0.7268
R3-I1,all,observed,harmful_fraction,61,0.7268
R3-I1,all,observed,harmful_fraction,62,0.7268
R3-I1,all,observed,harmful_fraction,63,0.7268
R3-I1,all,observed,harmful_fraction,64,0.7268
R3-I1,all,observed,harmful_fraction,65,0.7268
R3-I1,all,observed,harmful_fraction,66,0.7268
R3-I1,all,observed,harmful_fraction,67,0.7268
R3-I1,all,observed,harmful_fraction,68,0.7268
R3-I1,all,observed,harmful_fraction,69,0.7268
R3-I1,all,observed,harmful_fraction,70,0.7268
R3-I1,all,observed,harmful_fraction,71,0.7268
R3-I1,all,observed,harmful_fraction,72,0.7268
R3-I1,all,observed,harmful_fraction,73,0.7268
R3-I1,all,observed,harmful_fraction,74,0.7268
R3-I1,all,observed,harmful_fraction,75,0.7268
R3-I1,all,observed,harmful_fraction,76,0.7268
R3-I1,all,observed,harmful_fraction,77,0.7268
R3-I1,all,observed,harmful_fraction,78,0.7268
R3-I1,all,observed,harmful_fraction,79,0.7268
R3-I1,all,observed,harmful_fraction,80,0.7268
R3-I1,all,observed,harmful_fraction,81,0.7268
R3-I1,all,observed,harmful_fraction,82,0.7268
R3-I1,all,observed,harmful_fraction,83,0.7268
R3-I1,all,observed,harmful_fraction,84,0.7268
R3-I1,all,observed,harmful_fraction,85,0.7268
R3-I1,all,observed,harmful_fraction,86,0.7268
R3-I1,all,observed,harmful_fraction,87,0.7268
R3-I1,all,observed,harmful_fraction,88,0.7268
R3-I1,all,observed,harmful_fraction,89,0.7268
R3-I1,all,observed,harmful_fraction,90,0.7268
R3-I1,all,observed,harmful_fraction,91,0.7268
R3-I1,all,observed,harmful_fraction,92,0.7268
R3-I1,all,observed,harmful_fraction,93,0.7268
R3-I1,all,observed,harmful_fraction,94,0.7268
R3-I1,all,observed,harmful_fraction,95,0.7268
R3-I1,all,observed,harmful_fraction,96,0.7268
R3-I1,all,observed,harmful_fraction,97,0.7268
R3-I1,all,observed,harmful_fraction,98,0.7268
R3-I1,all,observed,harmful_fraction,99,0.7268
R3-I1,all,N0,loss,0,0.14312
R3-I1,all,N0,loss,1,0.14296
R3-I1,all,N0,loss,2,0.14381
R3-I1,all,N0,loss,3,0.14249
R3-I1,all,N0,loss,4,0.14241
R3-I1,all,N0,loss,5,0.14228
R3-I1,all,N0,loss,6,0.14235
R3-I1,all,N0,loss,7,0.14118
R3-I1,all,N0,loss,8,0.14223
R3-I1,all,N0,loss,9,0.14144
R3-I1,all,N0,loss,10,0.14231
R3-I1,all,N0,loss,11,0.14124
R3-I1,all,N0,loss,12,0.14139
R3-I1,all,N0,loss,13,0.14198
R3-I1,all,N0,loss,14,0.14245
R3-I1,all,N0,loss,15,0.14274
R3-I1,all,N0,loss,16,0.14241
R3-I1,all,N0,loss,17,0.14142
R3-I1,all,N0,loss,18,0.14284
R3-I1,all,N0,loss,19,0.142
R3-I1,all,N0,loss,20,0.14227
R3-I1,all,N0,loss,21,0.14152
R3-I1,all,N0,loss,22,0.14367
R3-I1,all,N0,loss,23,0.14124
R3-I1,all,N0,loss,24,0.14285
R3-I1,all,N0,loss,25,0.14179
R3-I1,all,N0,loss,26,0.14164
R3-I1,all,N0,loss,27,0.14259
R3-I1,all,N0,loss,28,0.14275
R3-I1,all,N0,loss,29,0.14161
R3-I1,all,N0,loss,30,0.14176
R3-I1,all,N0,loss,31,0.14209
R3-I1,all,N0,loss,32,0.14188
R3-I1,all,N0,loss,33,0.14381
R3-I1,all,N0,loss,34,0.14351
R3-I1,all,N0,loss,35,0.14217
R3-I1,all,N0,loss,36,0.14253
R3-I1,all,N0,loss,37,0.14192
R3-I1,all,N0,loss,38,0.14054
R3-I1,all,N0,loss,39,0.14269
R3-I1,all,N0,loss,40,0.14097
R3-I1,all,N0,loss,41,0.14298
R3-I1,all,N0,loss,42,0.14238
R3-I1,all,N0,loss,43,0.14148
R3-I1,all,N0,loss,44,0.14206
R3-I1,all,N0,loss,45,0.14257
R3-I1,all,N0,loss,46,0.14228
R3-I1,all,N0,loss,47,0.14161
R3-I1,all,N0,loss,48,0.14144
R3-I1,all,N0,loss,49,0.14157
R3-I1,all,N0,loss,50,0.14194
R3-I1,all,N0,loss,51,0.14341
R3-I1,all,N0,loss,52,0.14237
R3-I1,all,N0,loss,53,0.14208
R3-I1,all,N0,loss,54,0.14322
R3-I1,all,N0,loss,55,0.14255
R3-I1,all,N0,loss,56,0.14215
R3-I1,all,N0,loss,57,0.14125
R3-I1,all,N0,loss,58,0.14188
R3-I1,all,N0,loss,59,0.14343
R3-I1,all,N0,loss,60,0.1425
R3-I1,all,N0,loss,61,0.14193
R3-I1,all,N0,loss,62,0.14266
R3-I1,all,N0,loss,63,0.14149
R3-I1,all,N0,loss,64,0.14256
R3-I1,all,N0,loss,65,0.14352
R3-I1,all,N0,loss,66,0.14268
R3-I1,all,N0,loss,67,0.14245
R3-I1,all,N0,loss,68,0.14104
R3-I1,all,N0,loss,69,0.141
R3-I1,all,N0,loss,70,0.14198
R3-I1,all,N0,loss,71,0.14215
R3-I1,all,N0,loss,72,0.14322
R3-I1,all,N0,loss,73,0.14264
R3-I1,all,N0,loss,74,0.14245
R3-I1,all,N0,loss,75,0.14183
R3-I1,all,N0,loss,76,0.14172
R3-I1,all,N0,loss,77,0.14159
R3-I1,all,N0,loss,78,0.14328
R3-I1,all,N0,loss,79,0.14147
R3-I1,all,N0,loss,80,0.14194
R3-I1,all,N0,loss,81,0.14232
R3-I1,all,N0,loss,82,0.14324
R3-I1,all,N0,loss,83,0.14222
R3-I1,all,N0,loss,84,0.14128
R3-I1,all,N0,loss,85,0.14168
R3-I1,all,N0,loss,86,0.14346
R3-I1,all,N0,loss,87,0.14213
R3-I1,all,N0,loss,88,0.14312
R3-I1,all,N0,loss,89,0.14158
R3-I1,all,N0,loss,90,0.14321
R3-I1,all,N0,loss,91,0.14273
R3-I1,all,N0,loss,92,0.14366
R3-I1,all,N0,loss,93,0.14314
R3-I1,all,N0,loss,94,0.14285
R3-I1,all,N0,loss,95,0.14202
R3-I1,all,N0,loss,96,0.14223
R3-I1,all,N0,loss,97,0.1414
R3-I1,all,N0,loss,98,0.14334
R3-I1,all,N0,loss,99,0.1443
R3-I1,all,N0,recall,0,0.81003
R3-I1,all,N0,recall,1,0.81019
R3-I1,all,N0,recall,2,0.80934
R3-I1,all,N0,recall,3,0.81066
R3-I1,all,N0,recall,4,0.81074
R3-I1,all,N0,recall,5,0.81087
R3-I1,all,N0,recall,6,0.8108
R3-I1,all,N0,recall,7,0.81197
R3-I1,all,N0,recall,8,0.81092
R3-I1,all,N0,recall,9,0.81171
R3-I1,all,N0,recall,10,0.81084
R3-I1,all,N0,recall,11,0.81191
R3-I1,all,N0,recall,12,0.81176
R3-I1,all,N0,recall,13,0.81117
R3-I1,all,N0,recall,14,0.8107
R3-I1,all,N0,recall,15,0.81041
R3-I1,all,N0,recall,16,0.81074
R3-I1,all,N0,recall,17,0.81173
R3-I1,all,N0,recall,18,0.81031
R3-I1,all,N0,recall,19,0.81115
R3-I1,all,N0,recall,20,0.81088
R3-I1,all,N0,recall,21,0.81163
R3-I1,all,N0,recall,22,0.80948
R3-I1,all,N0,recall,23,0.81191
R3-I1,all,N0,recall,24,0.8103
R3-I1,all,N0,recall,25,0.81136
R3-I1,all,N0,recall,26,0.81151
R3-I1,all,N0,recall,27,0.81056
R3-I1,all,N0,recall,28,0.8104
R3-I1,all,N0,recall,29,0.81154
R3-I1,all,N0,recall,30,0.81139
R3-I1,all,N0,recall,31,0.81106
R3-I1,all,N0,recall,32,0.81127
R3-I1,all,N0,recall,33,0.80934
R3-I1,all,N0,recall,34,0.80964
R3-I1,all,N0,recall,35,0.81098
R3-I1,all,N0,recall,36,0.81062
R3-I1,all,N0,recall,37,0.81123
R3-I1,all,N0,recall,38,0.81261
R3-I1,all,N0,recall,39,0.81046
R3-I1,all,N0,recall,40,0.81218
R3-I1,all,N0,recall,41,0.81017
R3-I1,all,N0,recall,42,0.81077
R3-I1,all,N0,recall,43,0.81167
R3-I1,all,N0,recall,44,0.81109
R3-I1,all,N0,recall,45,0.81058
R3-I1,all,N0,recall,46,0.81087
R3-I1,all,N0,recall,47,0.81154
R3-I1,all,N0,recall,48,0.81171
R3-I1,all,N0,recall,49,0.81158
R3-I1,all,N0,recall,50,0.81121
R3-I1,all,N0,recall,51,0.80974
R3-I1,all,N0,recall,52,0.81078
R3-I1,all,N0,recall,53,0.81107
R3-I1,all,N0,recall,54,0.80993
R3-I1,all,N0,recall,55,0.8106
R3-I1,all,N0,recall,56,0.811
R3-I1,all,N0,recall,57,0.8119
R3-I1,all,N0,recall,58,0.81127
R3-I1,all,N0,recall,59,0.80972
R3-I1,all,N0,recall,60,0.81065
R3-I1,all,N0,recall,61,0.81122
R3-I1,all,N0,recall,62,0.81049
R3-I1,all,N0,recall,63,0.81166
R3-I1,all,N0,recall,64,0.81059
R3-I1,all,N0,recall,65,0.80963
R3-I1,all,N0,recall,66,0.81047
R3-I1,all,N0,recall,67,0.8107
R3-I1,all,N0,recall,68,0.81211
R3-I1,all,N0,recall,69,0.81215
R3-I1,all,N0,recall,70,0.81117
R3-I1,all,N0,recall,71,0.811
R3-I1,all,N0,recall,72,0.80993
R3-I1,all,N0,recall,73,0.81051
R3-I1,all,N0,recall,74,0.8107
R3-I1,all,N0,recall,75,0.81132
R3-I1,all,N0,recall,76,0.81143
R3-I1,all,N0,recall,77,0.81156
R3-I1,all,N0,recall,78,0.80987
R3-I1,all,N0,recall,79,0.81168
R3-I1,all,N0,recall,80,0.81121
R3-I1,all,N0,recall,81,0.81083
R3-I1,all,N0,recall,82,0.80991
R3-I1,all,N0,recall,83,0.81093
R3-I1,all,N0,recall,84,0.81187
R3-I1,all,N0,recall,85,0.81147
R3-I1,all,N0,recall,86,0.80969
R3-I1,all,N0,recall,87,0.81102
R3-I1,all,N0,recall,88,0.81003
R3-I1,all,N0,recall,89,0.81157
R3-I1,all,N0,recall,90,0.80994
R3-I1,all,N0,recall,91,0.81042
R3-I1,all,N0,recall,92,0.80949
R3-I1,all,N0,recall,93,0.81001
R3-I1,all,N0,recall,94,0.8103
R3-I1,all,N0,recall,95,0.81113
R3-I1,all,N0,recall,96,0.81092
R3-I1,all,N0,recall,97,0.81175
R3-I1,all,N0,recall,98,0.80981
R3-I1,all,N0,recall,99,0.80885
R3-I1,all,N0,inversions,0,10.2554
R3-I1,all,N0,inversions,1,10.3269
R3-I1,all,N0,inversions,2,10.2237
R3-I1,all,N0,inversions,3,10.2374
R3-I1,all,N0,inversions,4,10.142
R3-I1,all,N0,inversions,5,10.1438
R3-I1,all,N0,inversions,6,10.1456
R3-I1,all,N0,inversions,7,10.1529
R3-I1,all,N0,inversions,8,10.2314
R3-I1,all,N0,inversions,9,10.1957
R3-I1,all,N0,inversions,10,10.2144
R3-I1,all,N0,inversions,11,10.0988
R3-I1,all,N0,inversions,12,10.1185
R3-I1,all,N0,inversions,13,10.2898
R3-I1,all,N0,inversions,14,10.2312
R3-I1,all,N0,inversions,15,10.2479
R3-I1,all,N0,inversions,16,10.0898
R3-I1,all,N0,inversions,17,10.1459
R3-I1,all,N0,inversions,18,10.2445
R3-I1,all,N0,inversions,19,10.1027
R3-I1,all,N0,inversions,20,10.2335
R3-I1,all,N0,inversions,21,10.2288
R3-I1,all,N0,inversions,22,10.1963
R3-I1,all,N0,inversions,23,10.2045
R3-I1,all,N0,inversions,24,10.2475
R3-I1,all,N0,inversions,25,10.2348
R3-I1,all,N0,inversions,26,10.296
R3-I1,all,N0,inversions,27,10.0539
R3-I1,all,N0,inversions,28,10.2239
R3-I1,all,N0,inversions,29,10.2419
R3-I1,all,N0,inversions,30,10.1764
R3-I1,all,N0,inversions,31,10.2283
R3-I1,all,N0,inversions,32,10.1996
R3-I1,all,N0,inversions,33,10.2801
R3-I1,all,N0,inversions,34,10.3412
R3-I1,all,N0,inversions,35,10.2413
R3-I1,all,N0,inversions,36,10.2239
R3-I1,all,N0,inversions,37,10.1565
R3-I1,all,N0,inversions,38,10.0724
R3-I1,all,N0,inversions,39,10.2756
R3-I1,all,N0,inversions,40,10.0507
R3-I1,all,N0,inversions,41,10.2103
R3-I1,all,N0,inversions,42,10.2562
R3-I1,all,N0,inversions,43,10.116
R3-I1,all,N0,inversions,44,10.0821
R3-I1,all,N0,inversions,45,10.2944
R3-I1,all,N0,inversions,46,10.131
R3-I1,all,N0,inversions,47,10.1774
R3-I1,all,N0,inversions,48,10.0913
R3-I1,all,N0,inversions,49,10.2062
R3-I1,all,N0,inversions,50,10.3166
R3-I1,all,N0,inversions,51,10.1956
R3-I1,all,N0,inversions,52,10.2686
R3-I1,all,N0,inversions,53,10.2723
R3-I1,all,N0,inversions,54,10.2023
R3-I1,all,N0,inversions,55,10.2846
R3-I1,all,N0,inversions,56,10.1819
R3-I1,all,N0,inversions,57,10.2206
R3-I1,all,N0,inversions,58,10.2714
R3-I1,all,N0,inversions,59,10.293
R3-I1,all,N0,inversions,60,10.2648
R3-I1,all,N0,inversions,61,10.158
R3-I1,all,N0,inversions,62,10.1869
R3-I1,all,N0,inversions,63,10.2592
R3-I1,all,N0,inversions,64,10.1724
R3-I1,all,N0,inversions,65,10.2917
R3-I1,all,N0,inversions,66,10.2456
R3-I1,all,N0,inversions,67,10.1328
R3-I1,all,N0,inversions,68,10.1243
R3-I1,all,N0,inversions,69,10.1275
R3-I1,all,N0,inversions,70,10.1441
R3-I1,all,N0,inversions,71,10.2204
R3-I1,all,N0,inversions,72,10.3201
R3-I1,all,N0,inversions,73,10.3269
R3-I1,all,N0,inversions,74,10.1133
R3-I1,all,N0,inversions,75,10.2013
R3-I1,all,N0,inversions,76,10.1388
R3-I1,all,N0,inversions,77,10.0859
R3-I1,all,N0,inversions,78,10.2304
R3-I1,all,N0,inversions,79,10.1386
R3-I1,all,N0,inversions,80,10.1682
R3-I1,all,N0,inversions,81,10.2923
R3-I1,all,N0,inversions,82,10.2563
R3-I1,all,N0,inversions,83,10.1878
R3-I1,all,N0,inversions,84,10.1898
R3-I1,all,N0,inversions,85,10.1294
R3-I1,all,N0,inversions,86,10.2857
R3-I1,all,N0,inversions,87,10.168
R3-I1,all,N0,inversions,88,10.3139
R3-I1,all,N0,inversions,89,10.1473
R3-I1,all,N0,inversions,90,10.2026
R3-I1,all,N0,inversions,91,10.1981
R3-I1,all,N0,inversions,92,10.3098
R3-I1,all,N0,inversions,93,10.2983
R3-I1,all,N0,inversions,94,10.183
R3-I1,all,N0,inversions,95,10.1534
